	display_name	start_date	end_date	sw1_code	sw1_name	sw2_code	sw2_name	sw3_code	sw3_name
600232.XSHG	金鹰股份	2000-06-02	2200-01-01	801130	纺织服装I	801131	纺织制造II	851313	丝绸III
600370.XSHG	三房巷	2003-03-06	2200-01-01	801130	纺织服装I	801131	纺织制造II	851314	印染III
600448.XSHG	华纺股份	2001-09-03	2200-01-01	801130	纺织服装I	801131	纺织制造II	851314	印染III
600987.XSHG	航民股份	2004-08-09	2200-01-01	801130	纺织服装I	801131	纺织制造II	851314	印染III
002003.XSHE	伟星股份	2004-06-25	2200-01-01	801130	纺织服装I	801131	纺织制造II	851315	辅料III
002098.XSHE	浔兴股份	2006-12-22	2200-01-01	801130	纺织服装I	801131	纺织制造II	851315	辅料III
002674.XSHE	兴业科技	2012-05-07	2200-01-01	801130	纺织服装I	801131	纺织制造II	851315	辅料III
603477.XSHG	振静股份	2017-12-18	2200-01-01	801130	纺织服装I	801131	纺织制造II	851315	辅料III
000611.XSHE	ST天首	1996-10-08	2200-01-01	801130	纺织服装I	801131	纺织制造II	851316	其他纺织III
000955.XSHE	欣龙控股	1999-12-09	2200-01-01	801130	纺织服装I	801131	纺织制造II	851316	其他纺织III
000982.XSHE	*ST中绒	2000-07-06	2200-01-01	801130	纺织服装I	801131	纺织制造II	851316	其他纺织III
002144.XSHE	宏达高科	2007-08-03	2200-01-01	801130	纺织服装I	801131	纺织制造II	851316	其他纺织III
300577.XSHE	开润股份	2016-12-21	2200-01-01	801130	纺织服装I	801131	纺织制造II	851316	其他纺织III
300658.XSHE	延江股份	2017-06-02	2200-01-01	801130	纺织服装I	801131	纺织制造II	851316	其他纺织III
300819.XSHE	聚杰微纤	2020-03-12	2200-01-01	801130	纺织服装I	801131	纺织制造II	851316	其他纺织III
600156.XSHG	华升股份	1998-05-27	2200-01-01	801130	纺织服装I	801131	纺织制造II	851316	其他纺织III
603055.XSHG	台华新材	2017-09-21	2200-01-01	801130	纺织服装I	801131	纺织制造II	851316	其他纺织III
603238.XSHG	诺邦股份	2017-02-22	2200-01-01	801130	纺织服装I	801131	纺织制造II	851316	其他纺织III
002029.XSHE	七匹狼	2004-08-06	2200-01-01	801130	纺织服装I	801132	服装家纺II	851322	男装III
002154.XSHE	报喜鸟	2007-08-16	2200-01-01	801130	纺织服装I	801132	服装家纺II	851322	男装III
002485.XSHE	希努尔	2010-10-15	2200-01-01	801130	纺织服装I	801132	服装家纺II	851322	男装III
002569.XSHE	ST步森	2011-04-12	2200-01-01	801130	纺织服装I	801132	服装家纺II	851322	男装III
002656.XSHE	ST摩登	2012-02-28	2200-01-01	801130	纺织服装I	801132	服装家纺II	851322	男装III
002687.XSHE	乔治白	2012-07-13	2200-01-01	801130	纺织服装I	801132	服装家纺II	851322	男装III
300840.XSHE	酷特智能	2020-07-08	2200-01-01	801130	纺织服装I	801132	服装家纺II	851322	男装III
600107.XSHG	美尔雅	1997-11-06	2200-01-01	801130	纺织服装I	801132	服装家纺II	851322	男装III
600398.XSHG	海澜之家	2000-12-28	2200-01-01	801130	纺织服装I	801132	服装家纺II	851322	男装III
600400.XSHG	红豆股份	2001-01-08	2200-01-01	801130	纺织服装I	801132	服装家纺II	851322	男装III
601566.XSHG	九牧王	2011-05-30	2200-01-01	801130	纺织服装I	801132	服装家纺II	851322	男装III
002612.XSHE	朗姿股份	2011-08-30	2200-01-01	801130	纺织服装I	801132	服装家纺II	851323	女装III
600146.XSHG	*ST环球	1999-07-07	2200-01-01	801130	纺织服装I	801132	服装家纺II	851323	女装III
603157.XSHG	*ST拉夏	2017-09-25	2200-01-01	801130	纺织服装I	801132	服装家纺II	851323	女装III
603196.XSHG	日播时尚	2017-05-31	2200-01-01	801130	纺织服装I	801132	服装家纺II	851323	女装III
603518.XSHG	锦泓集团	2014-12-03	2200-01-01	801130	纺织服装I	801132	服装家纺II	851323	女装III
603587.XSHG	地素时尚	2018-06-22	2200-01-01	801130	纺织服装I	801132	服装家纺II	851323	女装III
603808.XSHG	歌力思	2015-04-22	2200-01-01	801130	纺织服装I	801132	服装家纺II	851323	女装III
603839.XSHG	安正时尚	2017-02-14	2200-01-01	801130	纺织服装I	801132	服装家纺II	851323	女装III
002269.XSHE	美邦服饰	2008-08-28	2200-01-01	801130	纺织服装I	801132	服装家纺II	851324	休闲服装III
002503.XSHE	搜于特	2010-11-17	2200-01-01	801130	纺织服装I	801132	服装家纺II	851324	休闲服装III
002563.XSHE	森马服饰	2011-03-11	2200-01-01	801130	纺织服装I	801132	服装家纺II	851324	休闲服装III
002776.XSHE	柏堡龙	2015-06-26	2200-01-01	801130	纺织服装I	801132	服装家纺II	851324	休闲服装III
603555.XSHG	*ST贵人	2014-01-24	2200-01-01	801130	纺织服装I	801132	服装家纺II	851324	休闲服装III
603877.XSHG	太平鸟	2017-01-09	2200-01-01	801130	纺织服装I	801132	服装家纺II	851324	休闲服装III
002291.XSHE	星期六	2009-09-03	2200-01-01	801130	纺织服装I	801132	服装家纺II	851325	鞋帽III
300591.XSHE	万里马	2017-01-10	2200-01-01	801130	纺织服装I	801132	服装家纺II	851325	鞋帽III
603001.XSHG	奥康国际	2012-04-26	2200-01-01	801130	纺织服装I	801132	服装家纺II	851325	鞋帽III
603116.XSHG	红蜻蜓	2015-06-29	2200-01-01	801130	纺织服装I	801132	服装家纺II	851325	鞋帽III
603557.XSHG	起步股份	2017-08-18	2200-01-01	801130	纺织服装I	801132	服装家纺II	851325	鞋帽III
603608.XSHG	天创时尚	2016-02-18	2200-01-01	801130	纺织服装I	801132	服装家纺II	851325	鞋帽III
603958.XSHG	哈森股份	2016-06-29	2200-01-01	801130	纺织服装I	801132	服装家纺II	851325	鞋帽III
002293.XSHE	罗莱生活	2009-09-10	2200-01-01	801130	纺织服装I	801132	服装家纺II	851326	家纺III
002327.XSHE	富安娜	2009-12-30	2200-01-01	801130	纺织服装I	801132	服装家纺II	851326	家纺III
002397.XSHE	梦洁股份	2010-04-29	2200-01-01	801130	纺织服装I	801132	服装家纺II	851326	家纺III
002761.XSHE	多喜爱	2015-06-10	2200-01-01	801130	纺织服装I	801132	服装家纺II	851326	家纺III
603365.XSHG	水星家纺	2017-11-20	2200-01-01	801130	纺织服装I	801132	服装家纺II	851326	家纺III
002486.XSHE	嘉麟杰	2010-10-15	2200-01-01	801130	纺织服装I	801132	服装家纺II	851327	其他服装III
002494.XSHE	华斯股份	2010-11-02	2200-01-01	801130	纺织服装I	801132	服装家纺II	851327	其他服装III
002634.XSHE	棒杰股份	2011-12-05	2200-01-01	801130	纺织服装I	801132	服装家纺II	851327	其他服装III
002762.XSHE	金发拉比	2015-06-10	2200-01-01	801130	纺织服装I	801132	服装家纺II	851327	其他服装III
002763.XSHE	汇洁股份	2015-06-10	2200-01-01	801130	纺织服装I	801132	服装家纺II	851327	其他服装III
002780.XSHE	三夫户外	2015-12-09	2200-01-01	801130	纺织服装I	801132	服装家纺II	851327	其他服装III
002832.XSHE	比音勒芬	2016-12-23	2200-01-01	801130	纺织服装I	801132	服装家纺II	851327	其他服装III
002875.XSHE	安奈儿	2017-06-01	2200-01-01	801130	纺织服装I	801132	服装家纺II	851327	其他服装III
300005.XSHE	探路者	2009-10-30	2200-01-01	801130	纺织服装I	801132	服装家纺II	851327	其他服装III
300526.XSHE	中潜股份	2016-08-02	2200-01-01	801130	纺织服装I	801132	服装家纺II	851327	其他服装III
600137.XSHG	浪莎股份	1998-04-16	2200-01-01	801130	纺织服装I	801132	服装家纺II	851327	其他服装III
600630.XSHG	龙头股份	1993-02-09	2200-01-01	801130	纺织服装I	801132	服装家纺II	851327	其他服装III
600824.XSHG	益民集团	1994-02-04	2200-01-01	801130	纺织服装I	801132	服装家纺II	851327	其他服装III
601718.XSHG	际华集团	2010-08-16	2200-01-01	801130	纺织服装I	801132	服装家纺II	851327	其他服装III
603558.XSHG	健盛集团	2015-01-27	2200-01-01	801130	纺织服装I	801132	服装家纺II	851327	其他服装III
603665.XSHG	康隆达	2017-03-13	2200-01-01	801130	纺织服装I	801132	服装家纺II	851327	其他服装III
603908.XSHG	牧高笛	2017-03-07	2200-01-01	801130	纺织服装I	801132	服装家纺II	851327	其他服装III
000659.XSHE	珠海中富	1996-12-03	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
000695.XSHE	滨海能源	1997-02-18	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
000812.XSHE	陕西金叶	1998-06-23	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
002014.XSHE	永新股份	2004-07-08	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
002117.XSHE	东港股份	2007-03-02	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
002191.XSHE	劲嘉股份	2007-12-05	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
002228.XSHE	合兴包装	2008-05-08	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
002229.XSHE	鸿博股份	2008-05-08	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
002243.XSHE	通产丽星	2008-05-28	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
002303.XSHE	美盈森	2009-11-03	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
002522.XSHE	浙江众成	2010-12-10	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
002565.XSHE	顺灏股份	2011-03-18	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
002585.XSHE	双星新材	2011-06-02	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
002599.XSHE	盛通股份	2011-07-15	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
002701.XSHE	奥瑞金	2012-10-11	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
002735.XSHE	王子新材	2014-12-03	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
002752.XSHE	昇兴股份	2015-04-22	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
002787.XSHE	华源控股	2015-12-31	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
002799.XSHE	环球印务	2016-06-08	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
002803.XSHE	吉宏股份	2016-07-12	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
002831.XSHE	裕同科技	2016-12-16	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
002836.XSHE	新宏泽	2016-12-29	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
002846.XSHE	英联股份	2017-02-07	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
002951.XSHE	金时科技	2019-03-15	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
002969.XSHE	嘉美包装	2019-12-02	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
300057.XSHE	万顺新材	2010-02-26	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
300501.XSHE	海顺新材	2016-02-04	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
300849.XSHE	锦盛新材	2020-07-10	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
600076.XSHG	康欣新材	1997-05-26	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
600210.XSHG	紫江企业	1999-08-24	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
600836.XSHG	*ST界龙	1994-02-24	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
601515.XSHG	东风股份	2012-02-16	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
601968.XSHG	宝钢包装	2015-06-11	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
603022.XSHG	新通联	2015-05-18	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
603058.XSHG	永吉股份	2016-12-23	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
603429.XSHG	集友股份	2017-01-24	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
603499.XSHG	翔港科技	2017-10-16	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
603607.XSHG	京华激光	2017-10-25	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
603687.XSHG	大胜达	2019-07-26	2200-01-01	801140	轻工制造I	801141	包装印刷II	851421	包装印刷III
000663.XSHE	*ST永林	1996-12-06	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
000910.XSHE	大亚圣象	1999-06-30	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
002240.XSHE	威华股份	2008-05-23	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
002489.XSHE	浙江永强	2010-10-21	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
002572.XSHE	索菲亚	2011-04-12	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
002631.XSHE	德尔未来	2011-11-11	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
002853.XSHE	皮阿诺	2017-03-10	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
300616.XSHE	尚品宅配	2017-03-07	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
300749.XSHE	顶固集创	2018-09-25	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
600337.XSHG	美克家居	2000-11-27	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
600978.XSHG	*ST宜生	2004-08-24	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
601996.XSHG	丰林集团	2011-09-29	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
603008.XSHG	喜临门	2012-07-17	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
603180.XSHG	金牌厨柜	2017-05-12	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
603208.XSHG	江山欧派	2017-02-10	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
603221.XSHG	爱丽家居	2020-03-23	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
603226.XSHG	菲林格尔	2017-06-15	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
603313.XSHG	梦百合	2016-10-13	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
603326.XSHG	我乐家居	2017-06-16	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
603389.XSHG	*ST亚振	2016-12-15	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
603600.XSHG	永艺股份	2015-01-23	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
603610.XSHG	麒盛科技	2019-10-29	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
603661.XSHG	恒林股份	2017-11-21	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
603709.XSHG	中源家居	2018-02-08	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
603801.XSHG	志邦家居	2017-06-30	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
603816.XSHG	顾家家居	2016-10-14	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
603818.XSHG	曲美家居	2015-04-22	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
603833.XSHG	欧派家居	2017-03-28	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
603848.XSHG	好太太	2017-12-01	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
603898.XSHG	好莱客	2015-02-17	2200-01-01	801140	轻工制造I	801142	家用轻工II	851432	家具III
002084.XSHE	海鸥住工	2006-11-24	2200-01-01	801140	轻工制造I	801142	家用轻工II	851433	其他家用轻工III
002571.XSHE	德力股份	2011-04-12	2200-01-01	801140	轻工制造I	801142	家用轻工II	851433	其他家用轻工III
002615.XSHE	哈尔斯	2011-09-09	2200-01-01	801140	轻工制造I	801142	家用轻工II	851433	其他家用轻工III
002790.XSHE	瑞尔特	2016-03-08	2200-01-01	801140	轻工制造I	801142	家用轻工II	851433	其他家用轻工III
002798.XSHE	帝欧家居	2016-05-25	2200-01-01	801140	轻工制造I	801142	家用轻工II	851433	其他家用轻工III
300640.XSHE	德艺文创	2017-04-17	2200-01-01	801140	轻工制造I	801142	家用轻工II	851433	其他家用轻工III
300729.XSHE	乐歌股份	2017-12-01	2200-01-01	801140	轻工制造I	801142	家用轻工II	851433	其他家用轻工III
600135.XSHG	乐凯胶片	1998-01-22	2200-01-01	801140	轻工制造I	801142	家用轻工II	851433	其他家用轻工III
600439.XSHG	瑞贝卡	2003-07-10	2200-01-01	801140	轻工制造I	801142	家用轻工II	851433	其他家用轻工III
600539.XSHG	ST狮头	2001-08-24	2200-01-01	801140	轻工制造I	801142	家用轻工II	851433	其他家用轻工III
600735.XSHG	新华锦	1996-07-26	2200-01-01	801140	轻工制造I	801142	家用轻工II	851433	其他家用轻工III
603021.XSHG	山东华鹏	2015-04-23	2200-01-01	801140	轻工制造I	801142	家用轻工II	851433	其他家用轻工III
603059.XSHG	倍加洁	2018-03-02	2200-01-01	801140	轻工制造I	801142	家用轻工II	851433	其他家用轻工III
603195.XSHG	公牛集团	2020-02-06	2200-01-01	801140	轻工制造I	801142	家用轻工II	851433	其他家用轻工III
603268.XSHG	松发股份	2015-03-19	2200-01-01	801140	轻工制造I	801142	家用轻工II	851433	其他家用轻工III
603385.XSHG	惠达卫浴	2017-04-05	2200-01-01	801140	轻工制造I	801142	家用轻工II	851433	其他家用轻工III
603408.XSHG	建霖家居	2020-07-30	2200-01-01	801140	轻工制造I	801142	家用轻工II	851433	其他家用轻工III
